origen,origen_lat,origen_lon,destino,destino_lat,destino_lon,poblacion_total
42 Guerrero,17.613056,-99.95,43 Zacatecas,23.292778,-102.700556,1553
06 Colima,19.096667,-103.960833,7 Baja California Sur,25.846111,-111.972778,1550
22 Querétaro,20.591,-100.391,28 Chihuahua,28.814167,-106.439444,1547
40 Durango,24.934722,-104.911944,22 Hidalgo,20.478333,-98.863611,1543
26 Sonora,29.646111,-110.868889,25 Aguascalientes,21.880833,-102.296111,1532
26 Sonora,29.646111,-110.868889,47 Quintana Roo,19.6,-87.916667,1530
43 Hidalgo,20.478333,-98.863611,44 Zacatecas,23.292778,-102.700556,1524
27 Tabasco,17.972222,-92.588889,49 San Luis PotosÃ­,22.603333,-100.429722,1520
24 San Luis PotosÃ­,22.603333,-100.429722,42 Oaxaca,16.898056,-96.414167,1513
08 Chihuahua,28.814167,-106.439444,38 YucatÃ¡n,20.833333,-89,1513
04 Campeche,18.836389,-90.403333,24 Puebla,19.003611,-97.888333,1509
49 Nuevo LeÃ³n,25.566667,-99.970556,45 Tabasco,17.972222,-92.588889,1506
10 Durango,24.934722,-104.911944,12 Campeche,18.836389,-90.403333,1503
29 Tlaxcala,19.428889,-98.160833,47 Oaxaca,16.898056,-96.414167,1490
55 Sinaloa,25.002778,-107.502778,55 YucatÃ¡n,20.833333,-89,1490
26 Sonora,29.646111,-110.868889,36 Guerrero,17.613056,-99.95,1483
27 Tabasco,17.972222,-92.588889,31 Colima,19.096667,-103.960833,1468
03 Baja California Sur,25.846111,-111.972778,17 MÃ©xico,19.354167,-99.630833,1464
19 Nuevo LeÃ³n,25.566667,-99.970556,34 Morelos,18.7475,-99.070278,1459
05 Coahuila de Zaragoza,27.302222,-102.044722,21 Morelos,18.7475,-99.070278,1452
03 Baja California Sur,25.846111,-111.972778,Ciudad de MÃ©xico,19.419444,-99.145556,1438
48 Nayarit,21.743889,-105.228333,47 Veracruz de Ignacio de la Llave,19.434722,-96.383056,1428
28 Tamaulipas,24.287222,-98.563333,38 Guerrero,17.613056,-99.95,1424
24 San Luis PotosÃ­,22.603333,-100.429722,40 Nayarit,21.743889,-105.228333,1423
01 Aguascalientes,21.880833,-102.296111,10 Durango,24.934722,-104.911944,1417
47 Morelos,18.7475,-99.070278,34 Nayarit,21.743889,-105.228333,1415
14 Jalisco,20.566667,-103.676389,16 Campeche,18.836389,-90.403333,1405
54 San Luis PotosÃ­,22.603333,-100.429722,50 Tabasco,17.972222,-92.588889,1395
27 Tabasco,17.972222,-92.588889,28 Baja California Sur,25.846111,-111.972778,1378
04 Campeche,18.836389,-90.403333,17 Jalisco,20.566667,-103.676389,1378
28 Tamaulipas,24.287222,-98.563333,29 Baja California Sur,25.846111,-111.972778,1377
06 Colima,19.096667,-103.960833,17 Guerrero,17.613056,-99.95,1371
05 Coahuila de Zaragoza,27.302222,-102.044722,35 YucatÃ¡n,20.833333,-89,1367
28 Tamaulipas,24.287222,-98.563333,32 Colima,19.096667,-103.960833,1364
32 Zacatecas,23.292778,-102.700556,47 Morelos,18.7475,-99.070278,1363
29 Tlaxcala,19.428889,-98.160833,43 MichoacÃ¡n de Ocampo,19.168611,-101.899722,1359
17 Morelos,18.7475,-99.070278,22 Chiapas,16.41,-92.408611,1357
08 Chihuahua,28.814167,-106.439444,19 Guerrero,17.613056,-99.95,1357
27 Tabasco,17.972222,-92.588889,50 Sinaloa,25.002778,-107.502778,1354
43 Hidalgo,20.478333,-98.863611,30 Nayarit,21.743889,-105.228333,1352
01 Aguascalientes,21.880833,-102.296111,26 Sonora,29.646111,-110.868889,1352
24 San Luis Potosí,22.603333,-100.429722,25 Baja California Sur,25.846111,-111.972778,1344
28 Tamaulipas,24.287222,-98.563333,44 Nayarit,21.743889,-105.228333,1341
01 Aguascalientes,21.880833,-102.296111,16 MichoacÃ¡n de Ocampo,19.168611,-101.899722,1338
48 Nayarit,21.743889,-105.228333,40 Quintana Roo,19.6,-87.916667,1330
23 Quintana Roo,19.6,-87.916667,23 Baja California,29.95,-115.116667,1319
19 Nuevo León,25.566667,-99.970556,20 Baja California Sur,25.846111,-111.972778,1310
29 Tlaxcala,19.428889,-98.160833,30 Baja California Sur,25.846111,-111.972778,1282
